DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231607534,04/21/2023 12:00:00 AM,04/10/2023 12:00:00 AM,1725,16,Foothill,1685,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,35,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,7600    TUJUNGA                      AV,,34.2173,-118.3835
201804256,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1124,18,Southeast,1834,2,623,BATTERY POLICE (SIMPLE),1212 1309 0444 1402 0906,0,F,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,998.0,,,106TH                        ST,TOWNE,33.9402,-118.2673
221611683,08/23/2022 12:00:00 AM,08/22/2022 12:00:00 AM,2325,16,Foothill,1672,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8800    LANKERSHIM                   BL,,34.2297,-118.3878
201816341,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1100,18,Southeast,1802,1,310,BURGLARY,1607 1822 0352 0344 0321 1280,25,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,100 W  88TH                         PL,,33.9564,-118.2744
221314481,07/14/2022 12:00:00 AM,07/13/2022 12:00:00 AM,1240,13,Newton,1313,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385,0,X,X,729.0,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,331.0,,,,800 E  16TH                         ST,,34.0309,-118.2577
221415176,08/13/2022 12:00:00 AM,07/24/2022 12:00:00 AM,1415,14,Pacific,1464,2,354,THEFT OF IDENTITY,0377,29,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,13000    ICON CIR,,33.9712,-118.4231
201225273,11/27/2020 12:00:00 AM,11/25/2020 12:00:00 AM,2200,12,77th Street,1266,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8000 S  BROADWAY,,33.9661,-118.2849
200318560,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1500,3,Southwest,374,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,41ST                         ST,WESTERN                      AV,34.0148,-118.3222
221216770,07/31/2022 12:00:00 AM,07/31/2022 12:00:00 AM,400,12,77th Street,1259,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 0344 0913,24,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,SAN PEDRO                    ST,80TH                         ST,33.9711,-118.2629
221116498,11/19/2022 12:00:00 AM,11/18/2022 12:00:00 AM,400,11,Northeast,1147,2,946,OTHER MISCELLANEOUS CRIME,0361,55,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,946.0,,,,1300    ISABEL                       ST,,34.0978,-118.2275
221421435,12/23/2022 12:00:00 AM,12/22/2022 12:00:00 AM,50,14,Pacific,1445,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1607,34,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,440.0,,,,12700    MITCHELL                     AV,,33.998,-118.4354
220612428,06/29/2022 12:00:00 AM,06/29/2022 12:00:00 AM,1150,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1822 1501,21,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,ARGYLE,SELMA,34.0998,-118.3252
200307746,03/02/2020 12:00:00 AM,03/02/2020 12:00:00 AM,1200,3,Southwest,397,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0448 1822 2004 0344 0400,0,X,X,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,,,,4300 S  VERMONT                      AV,,34.0073,-118.298
230209621,04/23/2023 12:00:00 AM,04/21/2023 12:00:00 AM,2058,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,600 N  DILLON                       ST,,34.0786,-118.2788
201615269,12/01/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1600,16,Foothill,1689,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1402,19,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,998.0,,,8200    SAN FERNANDO                 RD,,34.2194,-118.3688
220207089,03/11/2022 12:00:00 AM,03/11/2022 12:00:00 AM,1230,2,Rampart,231,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311 1822,0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,745.0,,,,2800    BEVERLY                      BL,,34.0721,-118.2818
230609091,04/29/2023 12:00:00 AM,04/27/2023 12:00:00 AM,2000,6,Hollywood,666,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6100    AFTON                        PL,,34.0953,-118.3223
201104741,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1740,11,Northeast,1142,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1900    RODNEY                       DR,,34.1054,-118.2889
201208330,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,415,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416 1822,41,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,S  WESTERN                      AV,W  VERNON                       AV,34.0037,-118.3089
200507988,04/06/2020 12:00:00 AM,04/05/2020 12:00:00 AM,2200,5,Harbor,511,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,25400    FRAMPTON                     AV,,33.7926,-118.3043
201806136,02/07/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2200,18,Southeast,1824,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0448 1814 1310,33,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,COLDEN,AVALON,33.9493,-118.2652
221014198,09/20/2022 12:00:00 AM,09/19/2022 12:00:00 AM,930,10,West Valley,1065,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ZELZAH                       AV,VENTURA                      BL,34.1643,-118.5221
211410091,04/14/2021 12:00:00 AM,04/12/2021 12:00:00 AM,1030,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,17,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,100    WORLD                        WY,,33.9455,-118.4006
200505580,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1120,5,Harbor,517,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309,39,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1100 N  AVALON                       BL,,33.7848,-118.2628
200605927,02/10/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1140,6,Hollywood,638,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0352 0344 1822,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,5500    HOLLYWOOD                    BL,,34.1038,-118.3151
221107263,03/29/2022 12:00:00 AM,03/28/2022 12:00:00 AM,1510,11,Northeast,1113,2,354,THEFT OF IDENTITY,0100 1822 0922,58,F,W,406.0,OTHER STORE,,,IC,Invest Cont,354.0,,,,2600    COLORADO                     BL,,34.1421,-118.223
202008888,04/23/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1250,20,Olympic,2064,2,354,THEFT OF IDENTITY,1822 0924 0100,44,F,H,145.0,MAIL BOX,,,IC,Invest Cont,354.0,,,,1100 S  HARVARD                      BL,,34.0509,-118.3041
201516521,10/19/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2220,15,N Hollywood,1543,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,12300    BURBANK                      BL,,34.1721,-118.4009
221408895,04/07/2022 12:00:00 AM,04/07/2022 12:00:00 AM,1354,14,Pacific,1445,2,814,CHILD PORNOGRAPHY,0514,17,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814.0,,,,3900    WADE                         ST,,33.9997,-118.4367
201116839,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1900,11,Northeast,1151,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,5000 W  SUNSET                       BL,,34.0981,-118.2989
221407678,03/16/2022 12:00:00 AM,03/15/2022 12:00:00 AM,2020,14,Pacific,1407,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,21,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,10200    VENICE                       BL,,34.0216,-118.4018
231908628,04/29/2023 12:00:00 AM,10/01/2022 12:00:00 AM,1200,19,Mission,1913,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,50,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,13200    DE GARMO                     AV,,34.3106,-118.4561
201109265,05/12/2020 12:00:00 AM,05/01/2020 12:00:00 AM,2030,11,Northeast,1141,1,330,BURGLARY FROM VEHICLE,1307 0344,67,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330.0,,,,N  ALEXANDRIA                   AV,FRANKLIN                     AV,34.1054,-118.2984
210915123,10/08/2021 12:00:00 AM,10/07/2021 12:00:00 AM,200,9,Van Nuys,935,1,210,ROBBERY,0913 1218 2004 0416 0446 0344,24,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,BESSEMER                     ST,TYRONE,34.1808,-118.4443
200715144,09/30/2020 12:00:00 AM,05/24/2020 12:00:00 AM,5,7,Wilshire,735,2,354,THEFT OF IDENTITY,0923 0935 0928 0917,38,F,W,145.0,MAIL BOX,,,IC,Invest Cont,354.0,,,,600 S  COCHRAN                      AV,,34.0623,-118.3472
201221766,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1218,12,77th Street,1207,1,110,CRIMINAL HOMICIDE,1822 0334 0430 0906,79,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,47TH,HOOVER,34.0006,-118.2871
230113029,05/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,1600,1,Central,162,1,330,BURGLARY FROM VEHICLE,1609,46,F,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
221108540,04/30/2022 12:00:00 AM,04/30/2022 12:00:00 AM,800,11,Northeast,1116,2,625,OTHER ASSAULT,1202 0603 0400,64,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,5100    RAPHAEL                      ST,,34.1141,-118.2056
220615497,09/01/2022 12:00:00 AM,09/01/2022 12:00:00 AM,810,6,Hollywood,645,2,888,TRESPASSING,2004,0,X,X,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,888.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
201709991,06/13/2020 12:00:00 AM,05/20/2020 12:00:00 AM,800,17,Devonshire,1752,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 0349 1501,47,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
221217005,08/03/2022 12:00:00 AM,08/03/2022 12:00:00 AM,1740,12,77th Street,1203,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0216 0346,32,M,H,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,1600 W  52ND                         ST,,33.9994,-118.3108
211304635,01/15/2021 12:00:00 AM,01/14/2021 12:00:00 AM,1930,13,Newton,1323,2,624,BATTERY - SIMPLE ASSAULT,0416,29,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,700 E  27TH                         ST,,34.0219,-118.2571
220415248,11/10/2022 12:00:00 AM,11/09/2022 12:00:00 AM,1645,4,Hollenbeck,412,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,200 W  AVENUE 33,,34.0834,-118.2147
202111247,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1830,21,Topanga,2143,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,35,M,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,6900    WOODLAKE                     AV,,34.1946,-118.6315
210913208,08/23/2021 12:00:00 AM,08/22/2021 12:00:00 AM,1200,9,Van Nuys,981,2,354,THEFT OF IDENTITY,0930 1822,42,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4300 N  SEPULVEDA                    BL,,34.1537,-118.4662
230713631,08/02/2023 12:00:00 AM,08/02/2023 12:00:00 AM,845,7,Wilshire,767,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344,49,M,K,101.0,STREET,,,IC,Invest Cont,330.0,,,,1500    12TH                         AV,,34.0452,-118.3257
200121418,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,2240,1,Central,182,1,251,SHOTS FIRED AT INHABITED DWELLING,1501 0329 1822,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,251.0,,,,700 W  9TH                          ST,,34.0458,-118.2614
201706698,03/02/2020 12:00:00 AM,03/02/2020 12:00:00 AM,1530,17,Devonshire,1752,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1820 2024 1251 1815 1259 1912 0443,15,F,O,721.0,HIGH SCHOOL,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930.0,,,,10000    LURLINE                      AV,,34.2536,-118.5913
220309654,04/26/2022 12:00:00 AM,04/26/2022 12:00:00 AM,2200,3,Southwest,362,1,210,ROBBERY,1227 0432 0917 1822 0342 0209 0206 0334 0302 0344,21,X,X,256.0,,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,,,,4600    OBAMA                        BL,,34.0215,-118.346
211611543,09/15/2021 12:00:00 AM,08/15/2021 12:00:00 AM,200,16,Foothill,1684,2,354,THEFT OF IDENTITY,0377 1822 0929,33,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7600    HINDS                        AV,,34.2085,-118.3911
231008239,04/21/2023 12:00:00 AM,04/21/2023 12:00:00 AM,1140,10,West Valley,1009,2,755,BOMB SCARE,0403 0404,0,M,W,302.0,FACTORY,511.0,VERBAL THREAT,IC,Invest Cont,755.0,,,,15800    ROSCOE                       BL,,34.2213,-118.4797
211420981,11/04/2021 12:00:00 AM,11/04/2021 12:00:00 AM,310,14,Pacific,1457,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11900    CULVER                       BL,,33.9916,-118.4162
231513304,08/08/2023 12:00:00 AM,08/02/2023 12:00:00 AM,1730,15,N Hollywood,1525,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331.0,,,,6500    GENTRY                       AV,,34.1885,-118.3933
231416627,09/01/2023 12:00:00 AM,09/01/2023 12:00:00 AM,620,14,Pacific,1431,1,310,BURGLARY,1607 0314,63,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,500    GRAND                        BL,,33.9883,-118.4673
220115962,07/11/2022 12:00:00 AM,07/11/2022 12:00:00 AM,1700,1,Central,164,1,210,ROBBERY,0344 0416 1822,46,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,6TH,MAIN,34.0456,-118.2504
212017753,12/02/2021 12:00:00 AM,11/22/2021 12:00:00 AM,1800,20,Olympic,2044,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344 1251 0947 1822,23,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,522.0,,,,800 S  HARVARD                      BL,,34.0559,-118.3042
231706045,02/09/2023 12:00:00 AM,02/09/2023 12:00:00 AM,2035,17,Devonshire,1745,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,X,X,412.0,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,IC,Invest Cont,440.0,,,,17000    CHATSWORTH                   ST,,34.2648,-118.5023
221609170,06/06/2022 12:00:00 AM,06/02/2022 12:00:00 AM,233,16,Foothill,1695,2,354,THEFT OF IDENTITY,1822,29,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7700    VINELAND                     AV,,34.2108,-118.3703
232013554,07/31/2023 12:00:00 AM,05/08/2023 12:00:00 AM,1115,20,Olympic,2053,2,354,THEFT OF IDENTITY,1822 0100 0922 0929 0930,29,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1000 S  SERRANO                      AV,,34.0526,-118.3063
200606414,02/19/2020 12:00:00 AM,02/14/2020 12:00:00 AM,216,6,Hollywood,677,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1300 1310 2032,37,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,341.0,,,,GORDON,SANTA MONICA,34.0865,-118.3169
220213814,07/25/2022 12:00:00 AM,07/24/2022 12:00:00 AM,300,2,Rampart,257,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1310 0447,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,LUCAS,WILSHIRE,34.053,-118.2649
221013852,09/11/2022 12:00:00 AM,09/11/2022 12:00:00 AM,1030,10,West Valley,1067,2,888,TRESPASSING,1822 0202,69,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888.0,,,,17600    EMBASSY                      DR,,34.1635,-118.5165
221910250,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,820,19,Mission,1919,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1803 0913,27,M,H,213.0,WAREHOUSE,,,IC,Invest Cont,341.0,,,,12700    ARROYO                       ST,,34.2959,-118.4099
200617516,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1,6,Hollywood,646,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1501 1822,28,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,1600 N  CHEROKEE                     AV,,34.0997,-118.335
201116387,12/07/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1300,11,Northeast,1119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1609 1822 0329,48,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,6100    ANNAN                        WY,,34.1292,-118.1879
220713184,08/22/2022 12:00:00 AM,08/20/2022 12:00:00 AM,2130,7,Wilshire,734,1,310,BURGLARY,1309 1307 1300 1601 1822 0344,36,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310.0,,,,6200 W  3RD                          ST,,34.0708,-118.3563
201418730,10/13/2020 12:00:00 AM,10/05/2020 12:00:00 AM,2000,14,Pacific,1416,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,64,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,MORNINGSIDE                  WY,WALGROVE                     AV,34.0066,-118.4525
200517187,11/28/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1130,5,Harbor,564,1,310,BURGLARY,0329 0344 1236 1601 1609,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,400 W  6TH                          ST,,33.7388,-118.2869
210808405,04/21/2021 12:00:00 AM,04/19/2021 12:00:00 AM,1000,8,West LA,883,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0421,41,M,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,11100 W  OLYMPIC                      BL,,34.0399,-118.4385
210307689,03/19/2021 12:00:00 AM,03/19/2021 12:00:00 AM,600,3,Southwest,332,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0216 0352 2004,36,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,3400    BUCKINGHAM                   RD,,34.0279,-118.343
231705208,01/16/2023 12:00:00 AM,01/15/2023 12:00:00 AM,2200,17,Devonshire,1783,1,330,BURGLARY FROM VEHICLE,0344,33,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,19000    NORDHOFF                     ST,,34.2355,-118.5482
231715980,09/29/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1,17,Devonshire,1772,1,330,BURGLARY FROM VEHICLE,0344 1822,31,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,19800    LABRADOR                     ST,,0.0,0.0
200516921,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,600,5,Harbor,564,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,0,X,X,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,740.0,,,,400 S  PALOS VERDES                 ST,,33.7392,-118.2814
231316843,09/06/2023 12:00:00 AM,05/30/2023 12:00:00 AM,800,13,Newton,1385,2,850,INDECENT EXPOSURE,0529 1822,44,F,H,102.0,SIDEWALK,,,IC,Invest Cont,850.0,,,,SLAUSON                      AV,AVALON                       BL,33.9893,-118.2652
210517588,12/27/2021 12:00:00 AM,12/24/2021 12:00:00 AM,1400,5,Harbor,529,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,40,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,600 N  HENRY FORD                   AV,,33.7789,-118.2416
230714863,09/20/2023 12:00:00 AM,09/14/2023 12:00:00 AM,1200,7,Wilshire,714,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,48,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,7400    BEVERLY                      BL,,34.0782,-118.3509
210715077,11/02/2021 12:00:00 AM,11/02/2021 12:00:00 AM,1710,7,Wilshire,722,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,47,M,O,417.0,THE BEVERLY CONNECTION,,,IC,Invest Cont,341.0,,,,100 N  LA CIENEGA                   BL,,34.0734,-118.3765
210815362,10/16/2021 12:00:00 AM,10/16/2021 12:00:00 AM,1330,8,West LA,853,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822,55,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,956.0,,,,1700    COLBY                        AV,,34.0417,-118.4499
201111240,07/09/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1800,11,Northeast,1144,1,320,"BURGLARY, ATTEMPTED",1607 0321,0,X,X,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,320.0,,,,2000    GRIFFITH PARK                BL,,34.0977,-118.2739
221509533,05/12/2022 12:00:00 AM,04/20/2022 12:00:00 AM,1200,15,N Hollywood,1555,1,310,BURGLARY,0344,59,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,11200    HUSTON                       ST,,34.16,-118.3746
201412726,06/23/2020 12:00:00 AM,06/19/2020 12:00:00 AM,100,14,Pacific,1444,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32,F,W,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,745.0,,,,13600    MARINA POINTE                DR,,33.9857,-118.4435
221909017,05/03/2022 12:00:00 AM,05/01/2022 12:00:00 AM,1,19,Mission,1936,2,354,THEFT OF IDENTITY,0922,84,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14400    BRAND                        BL,,34.2751,-118.449
231207414,02/26/2023 12:00:00 AM,02/26/2023 12:00:00 AM,125,12,77th Street,1256,1,761,BRANDISH WEAPON,0358 0334 0421 0913,54,M,B,501.0,SINGLE FAMILY DWELLING,312.0,PIPE/METAL PIPE,IC,Invest Cont,761.0,930.0,,,7300 S  FIGUEROA                     ST,,33.9737,-118.2827
220711362,07/07/2022 12:00:00 AM,03/03/2022 12:00:00 AM,1401,7,Wilshire,701,2,354,THEFT OF IDENTITY,0929,27,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,700 N  HAYWORTH                     AV,,34.0838,-118.3627
230904159,01/05/2023 12:00:00 AM,12/30/2022 12:00:00 AM,1333,9,Van Nuys,974,2,354,THEFT OF IDENTITY,1501,23,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4400    VESPER                       AV,,34.1513,-118.4509
231218999,08/28/2023 12:00:00 AM,08/27/2023 12:00:00 AM,2055,12,77th Street,1245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,53,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1300 W  68TH                         ST,,33.9778,-118.2981
211116618,12/19/2021 12:00:00 AM,12/18/2021 12:00:00 AM,1840,11,Northeast,1177,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,61,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CYPRESS                      ST,IDELL                        ST,34.089,-118.2226
200711824,06/30/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2015,7,Wilshire,719,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,84,M,W,402.0,MARKET,,,IC,Invest Cont,440.0,,,,VINE                         ST,MELROSE                      AV,34.0798,-118.3285
